Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
1968	2017	5	8	"Emma Carmichael, Maja Reinhartsen"	"Maja Reinhartsen, Emma Carmichael"	Darren Porter	8	0	13	15	Tideside	55	16.4	11	70	Y	Rain	18	SW	12	1	12.92	6	23	1.71	12	23	12.85	6	43	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Monofilament	5.5	NA	NA	NA	179	NA	NA	NA	NA	NA	4	4	1	2017	5	8	9	57	5	8	10	27	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	2017	5	8	"Emma Carmichael, Maja Reinhartsen"	"Maja Reinhartsen, Emma Carmichael"	Darren Porter	8	0	13	15	Tideside	55	16.4	11	70	Y	Rain	18	SW	12	1	12.92	6	23	1.71	12	23	12.85	6	43	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	G	NA	NA	NA	180	NA	NA	NA	NA	NA	5	5	1	2017	5	8	9	58	5	8	10	26	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1970	2017	5	8	"Emma Carmichael, Maja Reinhartsen"	"Maja Reinhartsen, Emma Carmichael"	Darren Porter	8	0	13	15	Tideside	55	16.4	11	70	Y	Rain	18	SW	12	1	12.92	6	23	1.71	12	23	12.85	6	43	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	N	NA	NA	NA	181	NA	NA	NA	NA	NA	6	6	1	2017	5	8	9	59	5	8	10	25	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3568	2017	5	19	Emma Carmichael	Maja Reinhartsen	Darren Porter	4	6	8	45	Tideside	45.8	19	7	70	N	NA	4	E	7	25	6.7	1	15	-1.1	19	55	6.5	13	48	-1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	13	Y	Gaspereau	NA	20	NA	NA	NA	NA	8	1	NA	2017	5	19	4	55	5	19	7	18	Y	American Eel	Anguilla rostrata	NA	NA	63.2	NA	NA	1	NA	NA
1972	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	NA	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25.8	28.6	F	NA	1	NA	NA
1973	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	NA	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	27.4	30.8	F	NA	1	NA	NA
1974	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	NA	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	27.2	31.2	F	NA	1	NA	NA
1975	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	NA	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	27.1	30.6	F	NA	1	NA	NA
1976	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	NA	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	27.6	31.3	F	NA	1	NA	NA
1977	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.8	30.5	F	NA	1	NA	NA
1978	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	23.4	26.7	F	NA	1	NA	NA
1979	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	24.6	28	M	NA	1	NA	NA
1980	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	27.6	31.4	F	NA	1	NA	NA
1981	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.9	30.3	M	NA	1	NA	NA
1982	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.5	30	M	NA	1	NA	NA
1983	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	24	27	F	NA	1	NA	NA
1984	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.4	29.5	F	NA	1	NA	NA
1985	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25.8	29	F	NA	1	NA	NA
1986	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25	28.6	F	NA	1	NA	NA
1987	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.1	29.6	F	NA	1	NA	NA
1988	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25.6	29	F	NA	1	NA	NA
1989	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.1	30.1	F	NA	1	NA	NA
1990	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	24.6	27.9	F	NA	1	NA	NA
1991	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25.4	29.8	F	NA	1	NA	NA
1992	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25	28	F	NA	1	NA	NA
1993	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.1	29.5	F	NA	1	NA	NA
1994	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.4	28.2	F	NA	1	NA	NA
1995	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	25.4	28.7	F	NA	1	NA	NA
1996	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.5	30.2	F	NA	1	NA	NA
1997	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Striped Bass	Morone saxatilis	NA	NA	56.5	NA	NA	1	tag 0155	NA
1998	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Striped Bass	Morone saxatilis	NA	NA	63.5	NA	NA	1	tag 1782	NA
1999	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Summer Flounder	Paralichthys dentatus	NA	NA	15.1	NA	NA	1	NA	NA
2000	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Sea Lamprey	Petromyzon marinus	NA	NA	14.7	NA	NA	1	NA	NA
2001	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	1	2017	5	9	10	17	5	9	11	44	Y	Alewife	Alosa pseudoharengus	NA	26.8	29.9	F	NA	1	NA	NA
2002	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.7	28.9	F	NA	1	NA	NA
2003	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	26.8	29	F	NA	1	NA	NA
2004	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.6	28.8	F	NA	1	NA	NA
2005	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.9	29.5	M	NA	1	NA	NA
2006	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.8	29.4	M	NA	1	NA	NA
2007	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	27.3	31	F	NA	1	NA	NA
2008	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	24.9	28.3	M	NA	1	NA	NA
2009	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.1	31.5	F	NA	1	NA	NA
2010	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	27.5	31.2	F	NA	1	NA	NA
2011	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	25.4	30	M	NA	1	NA	NA
2012	2017	5	9	"Maja Reinhartsen, Lita O'Halloran"	"Maja Reinhartsen, Lita O'Halloran"	Darren Porter	8	32	13	26	Tideside	54.5	35	6.7	85	N	NA	3	E	12	43	13.12	7	7	1.54	1	4	12.91	7	24	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	183	NA	NA	NA	NA	NA	1	1	2	2017	5	9	10	17	5	9	12	38	Y	Alewife	Alosa pseudoharengus	NA	27.6	31	M	NA	1	NA	NA
